location_key,date,country_code,country_name,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,latitude,longitude,area_sq_km,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,nurses_per_1000,physicians_per_1000,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,relative_humidity,population_largest_city,area_rural_sq_km,area_urban_sq_km,life_expectancy,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,new_recovered,cumulative_recovered
CO,2021-05-16,CO,Colombia,10861.0,538.0,3182603.0,95847.0,7459332.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,18.0,15.0,23.0,0.0,79.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,15099.0,2861653.0
CO,2021-05-17,CO,Colombia,10789.0,536.0,3193392.0,96383.0,7537763.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,19.0,16.0,22.0,2.0,87.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,13908.0,2875561.0
CO,2021-05-18,CO,Colombia,19153.0,564.0,3212545.0,96947.0,7718287.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.0,19.0,26.0,0.0,83.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,15974.0,2891535.0
CO,2021-05-19,CO,Colombia,18699.0,564.0,3231244.0,97511.0,7862802.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.0,17.0,25.0,0.0,78.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,237.0,2891772.0
CO,2021-05-20,CO,Colombia,21434.0,531.0,3252678.0,98042.0,8008919.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,19.0,13.0,22.0,0.0,69.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,30628.0,2922400.0
CO,2021-05-21,CO,Colombia,23373.0,595.0,3276051.0,98637.0,0.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.0,17.0,25.0,0.0,74.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,19735.0,2942135.0
CO,2021-05-22,CO,Colombia,19001.0,543.0,3295052.0,99180.0,8235482.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.0,19.0,27.0,0.0,75.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,14927.0,2957062.0
CO,2021-05-23,CO,Colombia,14758.0,577.0,3309810.0,99757.0,8304265.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,19.0,16.0,22.0,2.0,81.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,16305.0,2973367.0
CO,2021-05-24,CO,Colombia,24595.0,545.0,3334405.0,100302.0,8425588.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.0,17.0,24.0,0.0,84.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,21294.0,2994661.0
CO,2021-05-25,CO,Colombia,24400.0,517.0,3358805.0,100819.0,8613236.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.0,17.0,23.0,0.0,77.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,18691.0,3013352.0
CO,2021-05-26,CO,Colombia,25522.0,578.0,3384327.0,101397.0,8842360.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.0,18.0,25.0,0.0,77.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,17901.0,3031253.0
CO,2021-05-27,CO,Colombia,24431.0,564.0,3408758.0,101961.0,0.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.0,19.0,24.0,0.0,76.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,24263.0,3055516.0
CO,2021-05-28,CO,Colombia,24576.0,624.0,3433334.0,102585.0,0.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.0,17.0,24.0,0.0,84.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,22407.0,3077923.0
CO,2021-05-29,CO,Colombia,23777.0,575.0,3457111.0,103160.0,9661266.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,18.0,16.0,21.0,0.0,88.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,21875.0,3099798.0
CO,2021-05-30,CO,Colombia,15220.0,585.0,3472331.0,103745.0,9825772.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,18.0,15.0,22.0,0.0,86.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,14071.0,3113869.0
CO,2021-05-31,CO,Colombia,25892.0,622.0,3498223.0,104367.0,10092122.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,19.0,18.0,23.0,0.0,84.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,2049.0,3115918.0
CO,2021-06-01,CO,Colombia,27717.0,571.0,3525940.0,104938.0,10382967.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.0,19.0,26.0,0.0,75.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,40614.0,3156532.0
CO,2021-06-02,CO,Colombia,30772.0,598.0,3556712.0,105536.0,10697683.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,19.0,13.0,24.0,0.0,78.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,27303.0,3183835.0
CO,2021-06-03,CO,Colombia,30601.0,603.0,3587313.0,106139.0,10979983.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,18.0,16.0,22.0,0.0,89.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,25663.0,3209498.0
CO,2021-06-04,CO,Colombia,30113.0,611.0,3617426.0,106750.0,11244592.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,15.0,11.0,20.0,0.0,73.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,26926.0,3236424.0
CO,2021-06-05,CO,Colombia,26192.0,623.0,3643618.0,107373.0,11485904.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,17.0,12.0,21.0,0.0,77.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,24879.0,3261303.0
CO,2021-06-06,CO,Colombia,17969.0,611.0,3661587.0,107984.0,11615265.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.0,17.0,23.0,0.0,76.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,20468.0,3281771.0
CO,2021-06-07,CO,Colombia,18897.0,618.0,3680484.0,108602.0,11733523.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,18.0,15.0,21.0,0.0,79.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,29281.0,3311052.0
CO,2021-06-08,CO,Colombia,31859.0,607.0,3712343.0,109209.0,11977805.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,17.0,16.0,20.0,2.0,92.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,24103.0,3335155.0
CO,2021-06-09,CO,Colombia,32455.0,665.0,3744798.0,109874.0,12206104.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,18.0,16.0,21.0,0.0,92.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,21846.0,3357001.0
CO,2021-06-10,CO,Colombia,31237.0,661.0,3776035.0,110535.0,0.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,17.0,16.0,21.0,0.0,91.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,24061.0,3381062.0
CO,2021-06-11,CO,Colombia,31959.0,659.0,3807994.0,111194.0,12711342.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,16.0,13.0,21.0,0.0,84.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,25555.0,3406617.0
CO,2021-06-12,CO,Colombia,28720.0,664.0,3836714.0,111858.0,12917941.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,14.0,11.0,20.0,2.0,79.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,21591.0,3428208.0
CO,2021-06-13,CO,Colombia,19082.0,673.0,3855796.0,112531.0,13024786.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,17.0,15.0,20.0,0.0,87.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,20165.0,3448373.0
CO,2021-06-14,CO,Colombia,18825.0,679.0,3874621.0,113210.0,13167044.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,17.0,15.0,21.0,2.0,87.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,89.0,3448462.0
CO,2021-06-15,CO,Colombia,33827.0,662.0,3908448.0,113872.0,0.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.0,17.0,23.0,0.0,83.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,61030.0,3509492.0
CO,2021-06-16,CO,Colombia,32490.0,666.0,3940938.0,114538.0,0.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.0,18.0,26.0,0.0,76.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,24446.0,3533938.0
CO,2021-06-17,CO,Colombia,31702.0,674.0,3972640.0,115212.0,14062307.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.0,16.0,24.0,0.0,75.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,51453.0,3585391.0
CO,2021-06-18,CO,Colombia,29772.0,620.0,4002412.0,115832.0,0.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.0,17.0,25.0,0.0,72.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,132.0,3585523.0
CO,2021-06-19,CO,Colombia,28048.0,674.0,4030460.0,116506.0,14727526.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.0,19.0,25.0,0.0,75.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,27176.0,3612699.0
CO,2021-06-20,CO,Colombia,19400.0,684.0,4049860.0,117190.0,14953869.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,18.0,15.0,21.0,0.0,87.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,22473.0,3635172.0
CO,2021-06-21,CO,Colombia,33080.0,716.0,4082940.0,117906.0,15298930.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.0,16.0,24.0,0.0,76.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,18605.0,3653777.0
CO,2021-06-22,CO,Colombia,31467.0,672.0,4114407.0,118578.0,15682435.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,16.0,12.0,21.0,0.0,77.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,28568.0,3682345.0
CO,2021-06-23,CO,Colombia,33935.0,682.0,4148342.0,119260.0,16038817.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.0,18.0,25.0,0.0,77.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,26161.0,3708506.0
CO,2021-06-24,CO,Colombia,33220.0,694.0,4181562.0,119954.0,16365857.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,16.0,12.0,19.0,0.0,81.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,28130.0,3736636.0
CO,2021-06-25,CO,Colombia,34175.0,666.0,4215737.0,120620.0,16693732.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,19.0,15.0,23.0,0.0,84.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,30747.0,3767383.0
CO,2021-06-26,CO,Colombia,29327.0,592.0,4245064.0,121212.0,17024426.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,16.0,12.0,20.0,0.0,83.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,30414.0,3797797.0
CO,2021-06-27,CO,Colombia,19481.0,586.0,4264545.0,121798.0,17227818.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,19.0,16.0,23.0,0.0,85.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,25779.0,3823576.0
CO,2021-06-28,CO,Colombia,31468.0,662.0,4296013.0,122460.0,17570929.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,18.0,16.0,22.0,0.0,81.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,27043.0,3850619.0
CO,2021-06-29,CO,Colombia,32101.0,682.0,4328114.0,123142.0,17941952.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,18.0,15.0,22.0,0.0,78.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,29573.0,3880192.0
CO,2021-06-30,CO,Colombia,29197.0,640.0,4357311.0,123782.0,18281743.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.0,18.0,25.0,0.0,67.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,29195.0,3909387.0
CO,2021-07-01,CO,Colombia,28820.0,626.0,4386131.0,124408.0,18578199.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,18.0,15.0,22.0,0.0,76.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,29322.0,3938709.0
CO,2021-07-02,CO,Colombia,26921.0,621.0,4413052.0,125029.0,18857607.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,17.0,14.0,22.0,0.0,79.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,31117.0,3969826.0
CO,2021-07-03,CO,Colombia,24048.0,647.0,4437100.0,125676.0,19115730.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.0,16.0,24.0,0.0,67.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,29090.0,3998916.0
CO,2021-07-04,CO,Colombia,16269.0,615.0,4453369.0,126291.0,19264851.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.0,16.0,23.0,0.0,69.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,26880.0,4025796.0
CO,2021-07-05,CO,Colombia,15743.0,623.0,4469112.0,126914.0,19436143.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.0,17.0,24.0,0.0,65.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,29677.0,4055473.0
CO,2021-07-06,CO,Colombia,24318.0,635.0,4493430.0,127549.0,0.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.0,17.0,26.0,0.0,67.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,38638.0,4094111.0
CO,2021-07-07,CO,Colombia,23499.0,604.0,4516929.0,128153.0,20198661.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,18.0,14.0,23.0,0.0,71.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,29163.0,4123274.0
CO,2021-07-08,CO,Colombia,22070.0,599.0,4538999.0,128752.0,0.0,50882884.0,24984564.0,25898320.0,9512141.0,40827302.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,18.0,15.0,23.0,0.0,76.0,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8,30250.0,4153524.0
